Argentina,Battery,1,1
Argentina,Better Than You,1,1
Argentina,Cabeça Dinossauro,1,1
Argentina,Canário Do Reino,1,1
Argentina,Chemical Wedding,1,1
Argentina,Comida,1,1
Argentina,Compadre,1,1
Argentina,Deuce,1,1
Argentina,Disposable Heroes,1,1
Argentina,Dujji,1,1
Argentina,Entrando Na Sua (Intro),1,1
Argentina,Esperando Na Janela,1,1
Argentina,Everlong,1,1
Argentina,Falamansa Song,1,1
Argentina,Friend Of A Friend,1,1
Argentina,Fuel,1,1
Argentina,How High The Moon,1,1
Argentina,It Was A Very Good Year,1,1
Argentina,It's So Easy,1,1
Argentina,Love Gun,1,1
Argentina,Mama Said,1,1
Argentina,Marvin,1,1
Argentina,Medo De Escuro,1,1
Argentina,Monkey Wrench,1,1
Argentina,Não Quero Dinheiro,1,1
Argentina,New Love,1,1
Argentina,Opus No.1,1,1
Argentina,Out Ta Get Me,1,1
Argentina,Polícia (Vinheta),1,1
Argentina,Sua Impossivel Chance,1,1
Argentina,Surprise! You're Dead!,1,1
Argentina,Take This Bottle,1,1
Argentina,The Last Song,1,1
Argentina,Times Like These,1,1
Argentina,Wake Me Up When September Ends,1,1
Argentina,What Now My Love,1,1
Argentina,Whatsername,1,1
Argentina,Where The Wild Things Are,1,1
Australia,Walking On The Water,1,1
Australia,Walking Into Clarksdale,1,1
Australia,Two Hearts Beat As One,1,1
Australia,The Trooper,1,1
Australia,The Unforgettable Fire,1,1
Australia,The Aftermath,1,1
Australia,The Assassin,1,1
Australia,The Evil That Men Do,1,1
Australia,"Suzie-Q, Pt. 2",1,1
Australia,Sunday Bloody Sunday,1,1
Australia,Sure Know Something,1,1
Australia,Powerslave,1,1
Australia,Numb,1,1
Australia,Purgatory,1,1
Australia,Relvelation (Mother Earth),1,1
Australia,Saudosa Maloca,1,1
Australia,Sons Of Freedom,1,1
Australia,Me Deixas Louca,1,1
Australia,Little Guitars,1,1
Australia,Iron Maiden,1,1
Australia,Here I Am (Come And Take Me),1,1
Australia,Hallowed Be Thy Name,1,1
Australia,Fortunes Of War,1,1
Australia,Fear Of The Dark,1,1
Australia,Dream Of Mirrors,1,1
Australia,Dirty Day,1,1
Australia,Die With Your Boots On,1,1
Australia,Dance Of Death,1,1
Australia,Dee,1,1
Australia,Children Of The Grave,1,1
Australia,C'est La Vie,1,1
Australia,Cathedral,1,1
Australia,Blood On The World's Hands,1,1
Australia,Blue Train,1,1
Australia,Bring Your Daughter... To The Slaughter,1,1
Australia,09 - Iron Maiden,1,1
Australia,2 A.M.,1,1
Australia,Afraid To Shoot Strangers,1,1
Austria,"Abraham, Martin And John",1,1
Austria,2 Minutes To Midnight,1,1
Austria,5.15,1,1
Austria,All Along The Watchtower,1,1
Austria,Brighter Than a Thousand Suns,1,1
Austria,Born to Run,1,1
Austria,Deep Waters,1,1
Austria,Dave,1,1
Austria,Fire + Water,1,1
Austria,Everlasting Love,1,1
Austria,God Part II,1,1
Austria,Homecoming,1,1
Austria,I Heard Love Is Blind,1,1
Austria,Just Friends,1,1
Austria,Love Is Blindness,1,1
Austria,Lord of Light,1,1
Austria,Miami,1,1
Austria,Soldier Side - Intro,1,1
Austria,Squeeze Box,1,1
Austria,Solitary,1,1
Austria,Shotgun Blues,1,1
Austria,Rehab (Hot Chip Remix),1,1
Austria,Reggae Odoyá,1,1
Austria,Revenga,1,1
Austria,Protesto Do Olodum (Ao Vivo),1,1
Austria,"Peer Gynt Suite No.1, Op.46: 1. Morning Mood",1,1
Austria,Original Of The Species,1,1
Austria,One,1,1
Austria,"Symphony No. 41 in C Major, K. 551, ""Jupiter"": IV. Molto allegro",1,1
Austria,Transylvania,1,1
Austria,Thinking 'Bout Tomorrow,1,1
Austria,Wake Up Alone,1,1
Austria,Vertigo,1,1
Austria,Wasting Love,1,1
Austria,When I Look At The World,1,1
Austria,Won't Get Fooled Again (Full Length Version),1,1
Austria,You Better You Bet,1,1
Austria,You Could Be Mine,1,1
Belgium,You Got Me Rocking,1,1
Belgium,Woodpecker From Mars,1,1
Belgium,You Sure Love To Ball,1,1
Belgium,What A Day,1,1
Belgium,Under My Thumb,1,1
Belgium,Undertow,1,1
Belgium,Time Is On My Side,1,1
Belgium,Sweet Soul Sister,1,1
Belgium,Suck On The Jugular,1,1
Belgium,Stripsearch,1,1
Belgium,Overdose,1,1
Belgium,Rhinocerous,1,1
Belgium,Saint Of Me,1,1
Belgium,Sister Awake,1,1
Belgium,She Loves Me Not,1,1
Belgium,Save The Children,1,1
Belgium,Master Of Puppets,1,1
Belgium,Love In An Elevator,1,1
Belgium,Love Removal Machine,1,1
Belgium,Let's See Action,1,1
Belgium,Life Line,1,1
Belgium,Kindergarten,1,1
Belgium,Leave,1,1
Belgium,Janie's Got A Gun,1,1
Belgium,I Looked At You,1,1
Belgium,Falling To Pieces,1,1
Belgium,"De Do Do Do, De Da Da Da",1,1
Belgium,Cuckoo For Caca,1,1
Belgium,Deuces Are Wild,1,1
Belgium,Disarm,1,1
Belgium,Dog Eat Dog,1,1
Belgium,Easy,1,1
Belgium,Cherub Rock,1,1
Belgium,Caffeine,1,1
Belgium,Boris The Spider,1,1
Belgium,Bullet With Butterfly Wings,1,1
Belgium,Babylon,1,1
Belgium,Angel,1,1
Brazil,Untitled,2,1
Brazil,Vai Passar,1,2
Brazil,Vai Valer,1,2
Brazil,Um Satélite Na Cabeça,1,2
Brazil,Vamo Batê Lata,1,2
Brazil,Vavoom : Ted The Mechanic,1,2
Brazil,Voce Nao Entende Nada - Cotidiano,1,2
Brazil,Wanted Dread And Alive,1,2
Brazil,Why Go,1,2
Brazil,Your Blue Room,1,2
Brazil,You're My Best Friend,1,2
Brazil,You've Been A Long Time Coming,1,2
Brazil,X-9 2001,1,2
Brazil,Strutter,1,2
Brazil,"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai",1,2
Brazil,"Suite No. 3 in D, BWV 1068: III. Gavotte I & II",1,2
Brazil,Stir It Up (Live),1,2
Brazil,Sweetest Thing,1,2
Brazil,"Symphony No. 2, Op. 16 -  ""The Four Temperaments"": II. Allegro Comodo e Flemmatico",1,2
Brazil,The Day I Tried To Live,1,2
Brazil,Take the Celestra,1,2
Brazil,Title Song,1,2
Brazil,Top Top,1,2
Brazil,TriboTchan,1,2
Brazil,Think About You,1,2
Brazil,The Unwritten Law,1,2
Brazil,The Unforgiven II,1,2
Brazil,The Great Gig In The Sky,1,2
Brazil,The Memory Remains,1,2
Brazil,Scentless Apprentice,1,2
Brazil,Selvagem,1,2
Brazil,Será,1,2
Brazil,Será Que Vai Chover?,1,2
Brazil,Sereia,1,2
Brazil,Seven Seas Of Rhye,1,2
Brazil,Shakes and Ladders,1,2
Brazil,Sincero Breu,1,2
Brazil,Shout It Out Loud,1,2
Brazil,"So Fast, So Numb",1,2
Brazil,Slither,1,2
Brazil,Snowballed,1,2
Brazil,Stand Inside Your Love,1,2
Brazil,Sometimes Salvation,1,2
Brazil,Soul Singing,1,2
Brazil,Samba Do Lado,1,2
Brazil,Sanctuary,1,2
Brazil,Saudade Dos Aviões Da Panair (Conversando No Bar),1,2
Brazil,Rock And Roll Is Dead,1,2
Brazil,Rocket Queen,1,2
Brazil,Saber Amar,1,2
Brazil,Right Next Door to Hell,1,2
Brazil,Revolta Olodum,1,2
Brazil,Rios Pontes & Overdrives,1,2
Brazil,Reggae Tchan,1,2
Brazil,Redundant,1,2
Brazil,Refavela (Live),1,2
Brazil,Red Light,1,2
Brazil,Pais E Filhos,1,2
Brazil,Paranoid,1,2
Brazil,Oceans,1,2
Brazil,On A Plain,1,2
Brazil,Pick Myself Up,1,2
Brazil,Ponto De Interrogação,1,2
Brazil,Plot 180,1,2
Brazil,Podes Crer,1,2
Brazil,Praise,1,2
Brazil,Powerslave,1,2
Brazil,Nossa Gente (Avisa Là),1,2
Brazil,Nosso Adeus,1,2
Brazil,O Descobridor Dos Sete Mares,1,2
Brazil,O Leaozinho,1,2
Brazil,O Que Me Importa,1,2
Brazil,Não Vou Ficar,1,2
Brazil,Nega Do Cabelo Duro,1,2
Brazil,No No No,1,2
Brazil,No Quarter,1,2
Brazil,Mundaréu,1,2
Brazil,"Music for the Funeral of Queen Mary: VI. ""Thou Knowest, Lord, the Secrets of Our Hearts""",1,2
Brazil,Morena De Angola,1,2
Brazil,Most High,1,2
Brazil,Midnight From The Inside Out,1,2
Brazil,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),1,2
Brazil,Amor De Muito,1,2
Brazil,Aloha,1,2
Brazil,All Along The Watchtower,1,2
Brazil,All I Want Is You,1,2
Brazil,Animal,1,2
Brazil,Any Colour You Like,1,2
Brazil,Aos Leões,1,2
Brazil,A Cura,1,2
Brazil,A Cor Do Sol,1,2
Brazil,2 Minutes To Midnight,1,2
Brazil,1/2 Full,1,2
Brazil,"Abraham, Martin And John",1,2
Brazil,Aces High,1,2
Brazil,A Menina Dança,1,2
Brazil,Água de Beber,1,2
Brazil,Admirável Gado Novo,1,2
Brazil,Babyface,1,2
Brazil,Back off Bitch,1,2
Brazil,Bad Seed,1,2
Brazil,Banditismo Por Uma Questa,1,2
Brazil,Bad,1,2
Brazil,Big Wave,1,2
Brazil,Binky The Doormat,1,2
Brazil,Be Good Johnny,1,2
Brazil,Be Mine,1,2
Brazil,Bora-Bora,1,2
Brazil,Bossa,1,2
Brazil,Bittersweet Me,1,2
Brazil,Black,1,2
Brazil,Black Light Syndrome,1,2
Brazil,Burden In My Hand,1,2
Brazil,Calling Dr. Love,1,2
Brazil,Child In Time,1,2
Brazil,Cérebro Eletrônico,1,2
Brazil,Caso Você Queira Saber,1,2
Brazil,Carolina Hard-Core Ecstasy,1,2
Brazil,Casa,1,2
Brazil,Cinema Mudo,1,2
Brazil,Cold Gin,1,2
Brazil,Communication Breakdown(2),1,2
Brazil,Coma,1,2
Brazil,Cristina Nº 2,1,2
Brazil,Cropduster,1,2
Brazil,Cry For Love,1,2
Brazil,Dust N' Bones,1,2
Brazil,D'Yer Mak'er,1,2
Brazil,Duelists,1,2
Brazil,Electrolite,1,2
Brazil,Don't Look Back,1,2
Brazil,Drifter,1,2
Brazil,Don't Cry (Original),1,2
Brazil,Doutor,1,2
Brazil,Down by the Sea,1,2
Brazil,Down Under,1,2
Brazil,Dissident,1,2
Brazil,Demorou!,1,2
Brazil,Damage Inc.,1,2
Brazil,Dance,1,2
Brazil,Fantasia On Greensleeves,1,2
Brazil,Fast As a Shark,1,2
Brazil,Eu Amo Você,1,2
Brazil,Everything I Need,1,2
Brazil,Experiment In Terra,1,2
Brazil,Eye,1,2
Brazil,Flower,1,2
Brazil,Flying High Again,1,2
Brazil,Fool In The Rain,1,2
Brazil,Garden of Eden,1,2
Brazil,"Get Down, Make Love",1,2
Brazil,Get Up,1,2
Brazil,I Feel Good (I Got You) - Sossego,1,2
Brazil,I Belong To You,1,2
Brazil,Home Sweet Home,1,2
Brazil,Green Disease,1,2
Brazil,Grito De Alerta,1,2
Brazil,Girl From A Pawnshop,1,2
Brazil,Go Down,1,2
Brazil,Heart Of Lothian: Wide Boy / Curtain Call,1,2
Brazil,Hell Ain't A Bad Place To Be,1,2
Brazil,Help Yourself,1,2
Brazil,It's a Mistake,1,2
Brazil,Into The Light,1,2
Brazil,Intro,1,2
Brazil,Ipiranga 2001,1,2
Brazil,Is This Love (Live),1,2
Brazil,In Bloom,1,2
Brazil,In The Evening,1,2
Brazil,Interlude Zumbi,1,2
Brazil,Leash,1,2
Brazil,Leper Messiah,1,2
Brazil,Lay Down Sally,1,2
Brazil,Knocking At Your Back Door,1,2
Brazil,"Karelia Suite, Op.11: 2. Ballade (Tempo Di Menuetto)",1,2
Brazil,Jesus Christ Pose,1,2
Brazil,Like A Song...,1,2
Brazil,Lindo Lago Do Amor,1,2
Brazil,Linha Do Equador,1,2
Brazil,Live and Let Die,1,2
Brazil,Lixo Do Mangue,1,2
Brazil,Losfer Words,1,2
Brazil,Mateus Enter,1,2
Brazil,Maracatu De Tiro Certeiro,1,2
Brazil,"Mama, I'm Coming Home",1,2
Brazil,Meu Caro Amigo,1,2
Brazil,Meu Erro,1,2
Brazil,Mensagen De Amor (2000),1,2
Brazil,Maybe I'm A Leo,1,2
Canada,Good Golly Miss Molly,2,1
Canada,Brasil,2,1
Canada,Plaster Caster,2,1
Canada,Onde Você Mora?,2,1
Canada,Turbo Lover,2,1
Canada,Três Lados,1,6
Canada,Trampled Under Foot,1,6
Canada,Tudo Bem,1,6
Canada,Tomorrow's Dream,1,6
Canada,"Trash, Trampoline And The Party Girl",1,6
Canada,Todo Amor Que Houver Nesta Vida,1,6
Canada,Todo o Carnaval tem seu Fim,1,6
Canada,The Wind Cries Mary,1,6
Canada,The Zoo,1,6
Canada,"Through the Looking Glass, Pt. 1",1,6
Canada,Tightrope,1,6
Canada,Time,1,6
Canada,The Number Of The Beast,1,6
Canada,The Struggle Within,1,6
Canada,The Playboy Mansion,1,6
Canada,The Small Hours,1,6
Canada,Tarde Em Itapoã,1,6
Canada,Talk About The Passion,1,6
Canada,Tendo A Lua,1,6
Canada,Territorial Pissings,1,6
Canada,The Beginning of the End,1,6
Canada,The Beginning...At Last,1,6
Canada,The Call Of Ktulu,1,6
Canada,The Duke,1,6
Canada,The Finest Worksong,1,6
Canada,The Frayed Ends Of Sanity,1,6
Canada,Take It Or Leave It,1,6
Canada,"Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat",1,6
Canada,Sure Know Something,1,6
Canada,Surrender,1,6
Canada,Stone Cold Crazy,1,6
Canada,Spread Your Wings,1,6
Canada,Staring At The Sun,1,6
Canada,Stars,1,6
Canada,"Stay (Faraway, So Close!)",1,6
Canada,Stone Free,1,6
Canada,Wrathchild,1,6
Canada,Wonderful Tonight,1,6
Canada,Woman Of The World (Ao Vivo),1,6
Canada,You Learn,1,6
Canada,You Are The Everything,1,6
Canada,You're My Best Friend,1,6
Canada,Your Time Is Gonna Come,1,6
Canada,Wild Side,1,6
Canada,Who Needs You,1,6
Canada,White Feather,1,6
Canada,When I Come Around,1,6
Canada,Where Have All The Good Times Gone?,1,6
Canada,Wall Of Denial,1,6
Canada,Walter's Walk,1,6
Canada,We Will Rock You,1,6
Canada,Wear You To The Ball,1,6
Canada,Welcome Home (Sanitarium),1,6
Canada,"Wellington's Victory or the Battle Symphony, Op.91: 2. Symphony of Triumph",1,6
Canada,"Whatever It Is, I Just Can't Stop",1,6
Canada,What Is And What Should Never Be,1,6
Canada,What It Takes,1,6
Canada,Voce Inteira,1,6
Canada,Voodoo,1,6
Canada,Vida De Cachorro,1,6
Canada,Waiting,1,6
Canada,Walking Contradiction,1,6
Canada,Uma Brasileira,1,6
Canada,Um Passeio No Mundo Livre,1,6
Canada,Tyrant (Live),1,6
Canada,Um Dia Qualquer,1,6
Canada,Onde Anda Você,1,6
Canada,One For The Road,1,6
Canada,Off He Goes,1,6
Canada,Óculos,1,6
Canada,Os Alquimistas Estão Chegando,1,6
Canada,Os Cegos Do Castelo,1,6
Canada,Parabolicamará,1,6
Canada,Overdose,1,6
Canada,Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia,1,6
Canada,Pictures Of Lily,1,6
Canada,Pilot,1,6
Canada,Podres Poderes,1,6
Canada,Persuasion,1,6
Canada,Pela Internet (Live),1,6
Canada,Perfect Crime,1,6
Canada,Pot-Pourri N.º 4,1,6
Canada,Pot-Pourri N.º 5,1,6
Canada,Please Don't Touch,1,6
Canada,Por Causa De Você,1,6
Canada,Por Que Será,1,6
Canada,Primal Scream,1,6
Canada,Minority,1,6
Canada,Meu Mundo Fica Completo (Com Você),1,6
Canada,Meu Refrigerador Não Funciona,1,6
Canada,Moonchild,1,6
Canada,Navegar Impreciso,1,6
Canada,Nebulosa Do Amor,1,6
Canada,My Mistake,1,6
Canada,My Ship,1,6
Canada,My World,1,6
Canada,Naked In Front Of The Computer,1,6
Canada,O Que Vai Em Meu Coração,1,6
Canada,O Trem Da Juventude,1,6
Canada,O Xote Das Meninas,1,6
Canada,Not The Doctor,1,6
Canada,Nothing Else Matters,1,6
Canada,Norwegian Wood,1,6
Canada,O Amor Nao Sabe Esperar,1,6
Canada,Realword,1,6
Canada,Road Trippin',1,6
Canada,Rock & Roll,1,6
Canada,Right Through You,1,6
Canada,Ride The Lightning,1,6
Canada,Put Your Head Out,1,6
Canada,Prowler,1,6
Canada,Pseudo Silk Kimono,1,6
Canada,Quanta (Live),1,6
Canada,Queixa,1,6
Canada,Rappers Reais,1,6
Canada,Real Love,1,6
Canada,Saber Amar,1,6
Canada,Rusty Cage,1,6
Canada,Romeo et Juliette: No. 11 - Danse des Chevaliers,1,6
Canada,Satch Boogie,1,6
Canada,Sanctuary,1,6
Canada,Samba Em Prelúdio,1,6
Canada,Same Ol' Situation,1,6
Canada,Sampa,1,6
Canada,Salve Simpatia,1,6
Canada,Samba Da Volta,1,6
Canada,Soot & Stars,1,6
Canada,Song For Lorraine,1,6
Canada,Somebody To Love,1,6
Canada,Stairway To Heaven,1,6
Canada,Spellbound,1,6
Canada,Spank Thru,1,6
Canada,Smoke On The Water,1,6
Canada,Smoked Pork,1,6
Canada,Smells Like Teen Spirit,1,6
Canada,Socorro,1,6
Canada,Shout At The Devil,1,6
Canada,Shakes and Ladders,1,6
Canada,Severed Hand,1,6
Canada,Sem Sentido,1,6
Canada,Shock Me,1,6
Canada,Save Me,1,6
Canada,Set It Off,1,6
Canada,Selvagem,1,6
Canada,Seek And You Shall Find,1,6
Canada,"Say It Loud, I'm Black And I'm Proud Pt.1",1,6
Canada,Se...,1,6
Canada,Bullet With Butterfly Wings,1,6
Canada,Breed,1,6
Canada,Breadfan,1,6
Canada,Black Diamond,1,6
Canada,Blackened,1,6
Canada,Bleed The Freak,1,6
Canada,Bleed Together,1,6
Canada,Black Mountain Side,1,6
Canada,Blues For Pablo (Alternate Take),1,6
Canada,Blood Brothers,1,6
Canada,Been A Son,1,6
Canada,Beijo Partido,1,6
Canada,Beira Mar,1,6
Canada,Bicycle Race,1,6
Canada,Best Thing,1,6
Canada,Bad Obsession,1,6
Canada,Balanço,1,6
Canada,Balls to the Wall,1,6
Canada,Banditismo Por Uma Questa,1,6
Canada,A.N.D.R.O.T.A.Z.,1,6
Canada,A Moça e a Chuva,1,6
Canada,A Noite Do Meu Bem,1,6
Canada,Are You Gonna Be My Girl,1,6
Canada,Angela,1,6
Canada,As Dores do Mundo,1,6
Canada,All I Really Want,1,6
Canada,All My Love,1,6
Canada,Ali,1,6
Canada,Álibi,1,6
Canada,Alive,1,6
Canada,American Woman,1,6
Canada,Am I Evil?,1,6
Canada,Ando Meio Desligado,1,6
Canada,Dance Enquanto é Tempo,1,6
Canada,Cuyahoga,1,6
Canada,Da Lama Ao Caos,1,6
Canada,"Danny Boy, Danny Boy",1,6
Canada,Dancing Days,1,6
Canada,Crumbs From Your Table,1,6
Canada,Dazed And Confused,1,6
Canada,De Noite Na Cama,1,6
Canada,Dead And Bloated,1,6
Canada,Denúncia,1,6
Canada,Deuces Are Wild,1,6
Canada,"Diga Lá, Coração",1,6
Canada,Destitute Illusions,1,6
Canada,Dezesseis,1,6
Canada,Diamonds And Rust (Live),1,6
Canada,Do what cha wanna,1,6
Canada,Discotheque,1,6
Canada,Dirty Day,1,6
Canada,Drown Me Slowly,1,6
Canada,Don't Look Now,1,6
Canada,Do You Love Me,1,6
Canada,Endgame,1,6
Canada,Enquanto O Dia Não Vem,1,6
Canada,Equinocio,1,6
Canada,Ela Disse Adeus,1,6
Canada,Elderly Woman Behind The Counter In A Small Town,1,6
Canada,Criança De Domingo,1,6
Canada,Country Feedback,1,6
Canada,Crash Course In Brain Surgery,1,6
Canada,Computadores Fazem Arte,1,6
Canada,"Concerto for Cello and Orchestra in E minor, Op. 85: I. Adagio - Moderato",1,6
Canada,Confusion,1,6
Canada,Comportamento Geral,1,6
Canada,Comida,1,6
Canada,Communication Breakdown,1,6
Canada,Closer To The Heart,1,6
Canada,Cochise,1,6
Canada,Carouselambra,1,6
Canada,"Canta, Canta Mais",1,6
Canada,Canto De Ossanha,1,6
Canada,Chão de Giz (Elba Ramalho),1,6
Canada,C'est La Vie,1,6
Canada,Chemical Wedding,1,6
Canada,Chapa o Coco,1,6
Canada,Calling Dr. Love,1,6
Canada,Californication,1,6
Canada,Can I Play With Madness,1,6
Canada,Can't Get There From Here,1,6
Canada,Brumário,1,6
Canada,Busca Vida,1,6
Canada,Bush Doctor,1,6
Canada,Caleidoscópio,1,6
Canada,Cabeça Dinossauro,1,6
Canada,Get Right,1,6
Canada,Green Grow The Rushes,1,6
Canada,God Gave Rock 'n' Roll To You,1,6
Canada,Given To Fly,1,6
Canada,Go,1,6
Canada,Ghost Of The Navigator,1,6
Canada,Heavy Love Affair,1,6
Canada,Hallowed Be Thy Name,1,6
Canada,Happy Jack,1,6
Canada,Hip Hop Rio,1,6
Canada,Homem Primata (Vinheta),1,6
Canada,Honolulu,1,6
Canada,Hey Tonight,1,6
Canada,I Believe,1,6
Canada,I Can't Explain,1,6
Canada,How Many More Times,1,6
Canada,Hypnotize,1,6
Canada,I Don't Wanna Be Kissed (By Anyone But You),1,6
Canada,Funk de Bamba,1,6
Canada,Funky Piano,1,6
Canada,Folhas Secas,1,6
Canada,Flores,1,6
Canada,Flash,1,6
Canada,Freewheel Burning,1,6
Canada,Eye Of The Beholder,1,6
Canada,Extra,1,6
Canada,Every Time I Look At You,1,6
Canada,Esquinas,1,6
Canada,Fat Bottomed Girls,1,6
Canada,Filho Maravilha,1,6
Canada,Fall On Me,1,6
Canada,Me In Honey,1,6
Canada,Menestrel Das Alagoas,1,6
Canada,Menino De Rua,1,6
Canada,Mensagen De Amor (2000),1,6
Canada,Metal Meltdown,1,6
Canada,Manguetown,1,6
Canada,May This Be Love,1,6
Canada,Master Of Puppets,1,6
Canada,Love And Peace Or Else,1,6
Canada,Lords of Karma,1,6
Canada,Long Tall Sally,1,6
Canada,Luis Inacio (300 Picaretas),1,6
Canada,Life During Wartime,1,6
Canada,Little Linda,1,6
Canada,Light Years,1,6
Canada,Jailbait,1,6
Canada,Jungle Drums,1,6
Canada,La Bella Luna,1,6
Canada,Last Caress/Green Hell,1,6
Canada,Knockin On Heavens Door,1,6
Canada,Inside Job,1,6
Canada,Inject The Venom,1,6
Canada,I Would Do For You,1,6
Canada,I'm Gonna Crawl,1,6
Canada,I'm Real,1,6
Canada,Intro,1,6
Canada,Invisible Kid,1,6
Canada,It's Just A Thought,1,6
Canada,It's The End Of The World As We Know It (And I Feel Fine),1,6
Canada,Já Foi,1,6
Chile,Killing Floor,1,1
Chile,Mack The Knife,1,1
Chile,Madalena,1,1
Chile,Forty Days Instrumental,1,1
Chile,Fly Me To The Moon,1,1
Chile,Funk Hum,1,1
Chile,I Get A Kick Out Of You,1,1
Chile,I Do,1,1
Chile,Hero,1,1
Chile,Holiday,1,1
Chile,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,1,1
Chile,Hot Dog,1,1
Chile,Good Golly Miss Molly,1,1
Chile,"Crossroads, Pt. 2",1,1
Chile,Aprendendo A Jogar,1,1
Chile,Aquele Abraço,1,1
Chile,A Novidade (Live),1,1
Chile,Better Halves,1,1
Chile,Badge,1,1
Chile,Black Dog,1,1
Chile,"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",1,1
Chile,See You,1,1
Chile,Realce,1,1
Chile,Re-Align,1,1
Chile,Misty Mountain Hop,1,1
Chile,Pau-De-Arara,1,1
Chile,Parasite,1,1
Chile,Walkabout,1,1
Chile,Wearing And Tearing,1,1
Chile,Wrote A Song For Everyone,1,1
Chile,Stir It Up (Live),1,1
Chile,Sunshine Of Your Love,1,1
Chile,The Fix,1,1
Chile,The Crunge,1,1
Chile,The Ocean,1,1
Chile,The Tower,1,1
Chile,The Glass Ballerina,1,1
Chile,The Woman King,1,1
Czech Republic,Stranger in a Strange Land,2,1
Czech Republic,Take It Or Leave It,1,2
Czech Republic,Surrender,1,2
Czech Republic,Still Of The Night,1,2
Czech Republic,The Clairvoyant,1,2
Czech Republic,The Angel And The Gambler,1,2
Czech Republic,The Fix,1,2
Czech Republic,"Texto ""Verdade Tropical""",1,2
Czech Republic,The Woman King,1,2
Czech Republic,The Wake-Up Bomb,1,2
Czech Republic,The Hard Part,1,2
Czech Republic,The Star Spangled Banner,1,2
Czech Republic,The Seeker,1,2
Czech Republic,The Moth,1,2
Czech Republic,Winterlong,1,2
Czech Republic,You're Gonna Break My Hart Again,1,2
Czech Republic,Whatever Gets You Thru the Night,1,2
Czech Republic,"Whatever It Is, I Just Can't Stop",1,2
Czech Republic,Were Do We Go From Here,1,2
Czech Republic,Wet My Bed,1,2
Czech Republic,When You Gonna Learn (Digeridoo),1,2
Czech Republic,When I Come Around,1,2
Czech Republic,When Evening Falls,1,2
Czech Republic,Walkabout,1,2
Czech Republic,Vida Boa,1,2
Czech Republic,Unchained,1,2
Czech Republic,Untitled,1,2
Czech Republic,Par Avion,1,2
Czech Republic,Outlaws,1,2
Czech Republic,One Giant Leap,1,2
Czech Republic,Poprocks And Coke,1,2
Czech Republic,Prenda Minha,1,2
Czech Republic,Moonchild,1,2
Czech Republic,Morning Glory,1,2
Czech Republic,My Time After Awhile,1,2
Czech Republic,New Year's Day,1,2
Czech Republic,Revolta Olodum,1,2
Czech Republic,Samba Pra Endrigo,1,2
Czech Republic,Sign Of The Cross,1,2
Czech Republic,So Cruel,1,2
Czech Republic,Slither,1,2
Czech Republic,Black Capricorn Day,1,2
Czech Republic,Blissed & Gone,1,2
Czech Republic,Brain Stew,1,2
Czech Republic,Atomic Punk,1,2
Czech Republic,#9 Dream,1,2
Czech Republic,All I Want Is You,1,2
